ticker,title,description,url,publishedAt
NVDA,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
NVDA,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
NVDA,"Dynatrace, Elastic, JFrog, SentinelOne, Zoom Video potential M&A targets - analyst",No description,/news/4133693-dynatrace-elastic-jfrog-sentinelone-zoom-video-potential-ma-targets-analyst#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
NVDA,DoorDash Q2 results underscore potential for increased vertical expansion,No description,/news/4133683-doordash-q2-results-underscore-potential-for-increased-vertical-expansion#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
NVDA,"Earnings week ahead: Disney, Duke Energy, Palantir, Shopify, Uber and more",No description,/news/4133349-earnings-week-ahead-disney-duke-energy-palantir-shopify-uber-plug-power-nikola-and-more#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
NVDA,"Chevron moving to Texas, says California policies discourage investment and hurt consumers",No description,/news/4133654-chevron-moving-to-texas-says-california-policies-discourage-investment-and-hurt-consumers#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
NVDA,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
NVDA,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
NVDA,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
NVDA,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
NVDA,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
MSFT,The Sahm rule and the economy's 'statistical regularities',"Neuralink has successfully implanted in a second patient its device designed to give paralyzed patients the ability to use digital devices by thinking alone, according to the startup's owner Elon Musk.  Neuralink is in the process of testing its device, which is intended to help people with spinal cord injuries.  Musk, in comments made during a podcast released late on Friday that ran more than eight hours, gave few details about the second participant beyond saying the person had a spinal cord injury similar to the first patient, who was paralyzed in a diving accident.",/quote/%5EGSPC/,No date
NVDA,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
GOOGL,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOGL,Libya is said to begin cutting output at biggest oil field,No description,/news/4133697-libya-is-said-to-begin-cutting-output-at-biggest-oil-field#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOGL,19 out of 25 Information Technology companies topped profit estimates this week: Earnings Scorecard,No description,/news/4133361-20-out-of-25-information-technology-companies-topped-profit-estimates-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOGL,"Boeing's new CEO will confront key issues with plane output, cash flow: Morgan Stanley",No description,/news/4133695-boeings-new-ceo-will-confront-key-issues-with-plane-output-cash-flow-morgan-stanley#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOGL,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOGL,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOGL,"Dynatrace, Elastic, JFrog, SentinelOne, Zoom Video potential M&A targets - analyst",No description,/news/4133693-dynatrace-elastic-jfrog-sentinelone-zoom-video-potential-ma-targets-analyst#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOGL,DoorDash Q2 results underscore potential for increased vertical expansion,No description,/news/4133683-doordash-q2-results-underscore-potential-for-increased-vertical-expansion#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOGL,"Earnings week ahead: Disney, Duke Energy, Palantir, Shopify, Uber and more",No description,/news/4133349-earnings-week-ahead-disney-duke-energy-palantir-shopify-uber-plug-power-nikola-and-more#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOGL,"Chevron moving to Texas, says California policies discourage investment and hurt consumers",No description,/news/4133654-chevron-moving-to-texas-says-california-policies-discourage-investment-and-hurt-consumers#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOGL,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
GOOGL,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
GOOGL,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
GOOGL,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
GOOGL,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
GOOGL,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
NVDA,The Sahm rule and the economy's 'statistical regularities',"Neuralink has successfully implanted in a second patient its device designed to give paralyzed patients the ability to use digital devices by thinking alone, according to the startup's owner Elon Musk.  Neuralink is in the process of testing its device, which is intended to help people with spinal cord injuries.  Musk, in comments made during a podcast released late on Friday that ran more than eight hours, gave few details about the second participant beyond saying the person had a spinal cord injury similar to the first patient, who was paralyzed in a diving accident.",/quote/%5EGSPC/,No date
GOOGL,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
AI,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AI,Libya is said to begin cutting output at biggest oil field,No description,/news/4133697-libya-is-said-to-begin-cutting-output-at-biggest-oil-field#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AI,19 out of 25 Information Technology companies topped profit estimates this week: Earnings Scorecard,No description,/news/4133361-20-out-of-25-information-technology-companies-topped-profit-estimates-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AI,"Boeing's new CEO will confront key issues with plane output, cash flow: Morgan Stanley",No description,/news/4133695-boeings-new-ceo-will-confront-key-issues-with-plane-output-cash-flow-morgan-stanley#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AI,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AI,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AI,"Dynatrace, Elastic, JFrog, SentinelOne, Zoom Video potential M&A targets - analyst",No description,/news/4133693-dynatrace-elastic-jfrog-sentinelone-zoom-video-potential-ma-targets-analyst#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AI,DoorDash Q2 results underscore potential for increased vertical expansion,No description,/news/4133683-doordash-q2-results-underscore-potential-for-increased-vertical-expansion#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AI,"Earnings week ahead: Disney, Duke Energy, Palantir, Shopify, Uber and more",No description,/news/4133349-earnings-week-ahead-disney-duke-energy-palantir-shopify-uber-plug-power-nikola-and-more#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AI,"Chevron moving to Texas, says California policies discourage investment and hurt consumers",No description,/news/4133654-chevron-moving-to-texas-says-california-policies-discourage-investment-and-hurt-consumers#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AI,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
AI,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
AI,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
AI,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
AI,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
AI,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
GOOGL,The Sahm rule and the economy's 'statistical regularities',"Neuralink has successfully implanted in a second patient its device designed to give paralyzed patients the ability to use digital devices by thinking alone, according to the startup's owner Elon Musk.  Neuralink is in the process of testing its device, which is intended to help people with spinal cord injuries.  Musk, in comments made during a podcast released late on Friday that ran more than eight hours, gave few details about the second participant beyond saying the person had a spinal cord injury similar to the first patient, who was paralyzed in a diving accident.",/quote/%5EGSPC/,No date
AI,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
GOOG,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
GOOG,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOG,Libya is said to begin cutting output at biggest oil field,No description,/news/4133697-libya-is-said-to-begin-cutting-output-at-biggest-oil-field#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOG,19 out of 25 Information Technology companies topped profit estimates this week: Earnings Scorecard,No description,/news/4133361-20-out-of-25-information-technology-companies-topped-profit-estimates-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOG,"Boeing's new CEO will confront key issues with plane output, cash flow: Morgan Stanley",No description,/news/4133695-boeings-new-ceo-will-confront-key-issues-with-plane-output-cash-flow-morgan-stanley#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOG,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOG,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOG,"Dynatrace, Elastic, JFrog, SentinelOne, Zoom Video potential M&A targets - analyst",No description,/news/4133693-dynatrace-elastic-jfrog-sentinelone-zoom-video-potential-ma-targets-analyst#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOG,DoorDash Q2 results underscore potential for increased vertical expansion,No description,/news/4133683-doordash-q2-results-underscore-potential-for-increased-vertical-expansion#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOG,"Earnings week ahead: Disney, Duke Energy, Palantir, Shopify, Uber and more",No description,/news/4133349-earnings-week-ahead-disney-duke-energy-palantir-shopify-uber-plug-power-nikola-and-more#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOG,"Chevron moving to Texas, says California policies discourage investment and hurt consumers",No description,/news/4133654-chevron-moving-to-texas-says-california-policies-discourage-investment-and-hurt-consumers#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
GOOG,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
GOOG,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
GOOG,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
GOOG,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
GOOG,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
AI,The Sahm rule and the economy's 'statistical regularities',"Neuralink has successfully implanted in a second patient its device designed to give paralyzed patients the ability to use digital devices by thinking alone, according to the startup's owner Elon Musk.  Neuralink is in the process of testing its device, which is intended to help people with spinal cord injuries.  Musk, in comments made during a podcast released late on Friday that ran more than eight hours, gave few details about the second participant beyond saying the person had a spinal cord injury similar to the first patient, who was paralyzed in a diving accident.",/quote/%5EGSPC/,No date
GOOG,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
AMZN,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMZN,Libya is said to begin cutting output at biggest oil field,No description,/news/4133697-libya-is-said-to-begin-cutting-output-at-biggest-oil-field#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMZN,19 out of 25 Information Technology companies topped profit estimates this week: Earnings Scorecard,No description,/news/4133361-20-out-of-25-information-technology-companies-topped-profit-estimates-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMZN,"Boeing's new CEO will confront key issues with plane output, cash flow: Morgan Stanley",No description,/news/4133695-boeings-new-ceo-will-confront-key-issues-with-plane-output-cash-flow-morgan-stanley#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMZN,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMZN,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMZN,"Dynatrace, Elastic, JFrog, SentinelOne, Zoom Video potential M&A targets - analyst",No description,/news/4133693-dynatrace-elastic-jfrog-sentinelone-zoom-video-potential-ma-targets-analyst#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMZN,DoorDash Q2 results underscore potential for increased vertical expansion,No description,/news/4133683-doordash-q2-results-underscore-potential-for-increased-vertical-expansion#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMZN,"Earnings week ahead: Disney, Duke Energy, Palantir, Shopify, Uber and more",No description,/news/4133349-earnings-week-ahead-disney-duke-energy-palantir-shopify-uber-plug-power-nikola-and-more#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMZN,"Chevron moving to Texas, says California policies discourage investment and hurt consumers",No description,/news/4133654-chevron-moving-to-texas-says-california-policies-discourage-investment-and-hurt-consumers#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
AMZN,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
AMZN,No title,By Nicholas Jasinski,https://www.barrons.com/articles/disney-super-micro-uber-paramount-stocks-earnings-c7e26916,No date
AMZN,No title,By Brian Swint,https://www.barrons.com/articles/bank-england-rate-decision-federal-reserve-5c192b69,No date
AMZN,No title,By Brian Swint,https://www.barrons.com/articles/shell-stock-earnings-bp-exxon-chevron-9fd8f2dc,No date
AMZN,No title,By Nicholas Jasinski,https://www.barrons.com/articles/jobs-report-fed-interest-rates-economy-25a75fbf,No date
AMZN,No title,"Low ball offers, car dealerships, online selling tools. I experienced it all trying to move my one-year-old Tesla Model 3. ",https://www.barrons.com/articles/i-sold-my-tesla-heres-how-i-did-e2b807a8?mod=md_home_pan_mkt_news,No date
GOOG,The Sahm rule and the economy's 'statistical regularities',"Neuralink has successfully implanted in a second patient its device designed to give paralyzed patients the ability to use digital devices by thinking alone, according to the startup's owner Elon Musk.  Neuralink is in the process of testing its device, which is intended to help people with spinal cord injuries.  Musk, in comments made during a podcast released late on Friday that ran more than eight hours, gave few details about the second participant beyond saying the person had a spinal cord injury similar to the first patient, who was paralyzed in a diving accident.",/quote/%5EGSPC/,No date
AMZN,Harris tech ties complicate Trump effort to win over Silicon Valley,A slumping stock market greets investors concerned about the impact of high interest rates on the US economy.,/quote/%5EGSPC/,No date
META,News & Insights,"Options trading has become increasingly popular in recent years. Given options are different to stocks, we thought it was time to do an intern's guide for U.S. options to help you understand options and options markets work.",/market-activity/stocks/adbe,No date
META,8 out of 10 S&P 500 materials stocks deliver EPS wins this week: Earnings Scorecard,No description,/news/4133384-8-out-of-10-sp-500-materials-stocks-deliver-eps-wins-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
META,Libya is said to begin cutting output at biggest oil field,No description,/news/4133697-libya-is-said-to-begin-cutting-output-at-biggest-oil-field#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
META,19 out of 25 Information Technology companies topped profit estimates this week: Earnings Scorecard,No description,/news/4133361-20-out-of-25-information-technology-companies-topped-profit-estimates-this-week-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
META,"Boeing's new CEO will confront key issues with plane output, cash flow: Morgan Stanley",No description,/news/4133695-boeings-new-ceo-will-confront-key-issues-with-plane-output-cash-flow-morgan-stanley#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
META,Over 80% of companies that reported earnings this week beat profit estimates - Earnings Scorecard,No description,/news/4133662-over-80-of-companies-that-reported-earnings-this-week-beat-profit-estimates-earnings-scorecard#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
META,Venture Global LNG sues Kiewit for sharing confidential information with Shell,No description,/news/4133694-venture-global-lng-sues-kiewit-for-sharing-confidential-information-with-shell#source=first_level_url%3Amarket-news%7Csection_asset%3Amain,No date
